FileType,OuDiaSecond.JikokuhyouCsv.2
時刻表
上り

列車番号,,1002,102,1004,104,1006,106,1008,3002,108,1010,2002,4002,3004,110,1012,2004,7002,3006,112,1014,2006,7004,3008,114,1016,2008,7006,3010,116,1018,2010,7008,3012,118,1020,2012,7010,3014,120,1022,2014,7012,3016,122,1024,2016,7014,3018,124,1026,2018,7016,3020,126,1028,2020,3022,128,1030,2022,3024,130,1032,2024,3026,132,1034,2026,3028,134,1036,2028,3030,136,1038,2030,3032,138,1040,2032,3034,140,1042,2034,3036,142,1044,2036,3038,144,1046,2038,3040,146,1048,2040,3042,148,1050,2042,3044,150,1052,2044,3046,152,1054,2046,3048,154,1056,2048,3050,156,1058,2050,3052,158,1060,2052,3054,160,1062,2054,3056,162,1064,2056,3058,164,1066,2058,3060,166,1068,2060,3062,168,1070,2062,3064,170,1072,2064,3066,172,1074,2066,3068,174,1076,2068,3070,176,1078,2070,3072,178,1080,2072,3074,180,1082,2074,3076,182,1084,2076,3078,184,1086,2078,3080,186,1088,2080,3082,188,1090,2082,3084,190,1092,2084,3086,192,1094,2086,7018,3088,194,1096,2088,7020,3090,196,1098,2090,7022,3092,198,1100,2092,7024,3094,200,1102,2094,7026,3096,202,1104,2096,7028,3098,204,1106,2098,7030,3100,206,1108,2100,7032,3102,208,1110,2102,3104,210,1112,2104,3106,212,1114,2106,3108,214,1116,2108,3110,216,1118,2110,3112,218,1120,2112,3114,220,1122,2114,3116,222,1124,2116,3118,224,1126,2118,3120,226,1128,2120,3122,228,1130,2122,3124,230,1132,9060,9040,232,1134,9062,9042,234,1136,9064,9044,236,1138,238,1140,240,1142,242,1144,244,1146,246,1148,9058,9046,9048,9050,9052,9054,9056,1150,248,1152,5002,5004,5006,5008,5010,5012,5014,5016,5018,5020,5022,5024,5026,5028,5030,5032,5034,5036,5038,5040,5042,5044,5046,5048,5050,5052,5054,5056,5058,5060,5062,5064,5066,5068,5070,5072,5074,5076,5078,5080,5082,5084,5086,5088,5090,5092,5094,5096,5098,5100,5102,5104,5106,5108,5110,5112,5114,5118,5120,5122,5124,5126,5128,5130,5132,5134,5136,5138,5140,5142,5144,5146,5148,5150,5152,5154,5156,5158,5160,5162,5164,5166,5168,5170,5172,5174,5176,5178,9002,9004,9006,9008,9010,9012,9014,9016,9018,9020,9022,9024,9026,9028,9030,9032,9034,9036,9038,9066,9068,9070
飛灣郵輪港,発, 60500, 60925, 62000, 62425, 63500, 63925, 65000, 70000, 65425, 70500, 71010,, 71500, 70925, 72000, 72510, 72820, 73200, 72425, 73500, 74010, 74320, 74700, 73925, 75000, 75510, 75820, 80200, 75425, 80500, 81010, 81320, 81700, 80925, 82000, 82510, 82820, 83200, 82425, 83500, 84010, 84320, 84700, 83925, 85000, 85510, 85820, 90200, 85425, 90500, 91010, 91320, 91700, 90925, 92000, 92510, 93000, 92425, 93500, 94010, 94500, 93925, 95000, 95510,100000, 95425,100500,101010,101500,100925,102000,102510,103000,102425,103500,104010,104500,103925,105000,105510,110000,105425,110500,111010,111500,110925,112000,112510,113000,112425,113500,114010,114500,113925,115000,115510,120000,115425,120500,121010,121500,120925,122000,122510,123000,122425,123500,124010,124500,123925,125000,125510,130000,125425,130500,131010,131500,130925,132000,132510,133000,132425,133500,134010,134500,133925,135000,135510,140000,135425,140500,141010,141500,140925,142000,142510,143000,142425,143500,144010,144500,143925,145000,145510,150000,145425,150500,151010,151500,150925,152000,152510,153000,152425,153500,154010,154500,153925,155000,155510,160000,155425,160500,161010,161500,160925,162000,162510,163000,162425,163500,164010,164500,163925,165000,165510,170000,165425,170500,171010,171500,170925,172000,172510,173000,172425,173500,174010,174320,174700,173925,175000,175510,175820,180200,175425,180500,181010,181320,181700,180925,182000,182510,182820,183200,182425,183500,184010,184320,184700,183925,185000,185510,185820,190200,185425,190500,191010,191320,191700,190925,192000,192510,192820,193200,192425,193500,194010,194500,193925,195000,195510,200000,195425,200500,201010,201500,200925,202000,202510,203000,202425,203500,204010,204500,203925,205000,205510,210000,205425,210500,211010,211500,210925,212000,212510,213000,212425,213500,214010,214500,213925,215000,215510,220000,215425,220500,221010,221500,220925,222000,222600?, ﾚ,222425,223500,224100?, ﾚ,223925,225000,225600?, ﾚ,225425,230500,230925,232000,232425,233500,233925,235000,235425,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 00300, 00600, ﾚ, ﾚ, ﾚ, ﾚ,,,
物流中心,発, 60655, ﾚ, 62155, ﾚ, 63655, ﾚ, 65155, 70155, ﾚ, 70655, 71205,, 71655, ﾚ, 72155, 72705, 73015, 73355, ﾚ, 73655, 74205, 74515, 74855, ﾚ, 75155, 75705, 80015, 80355, ﾚ, 80655, 81205, 81515, 81855, ﾚ, 82155, 82705, 83015, 83355, ﾚ, 83655, 84205, 84515, 84855, ﾚ, 85155, 85705, 90015, 90355, ﾚ, 90655, 91205, 91515, 91855, ﾚ, 92155, 92705, 93155, ﾚ, 93655, 94205, 94655, ﾚ, 95155, 95705,100155, ﾚ,100655,101205,101655, ﾚ,102155,102705,103155, ﾚ,103655,104205,104655, ﾚ,105155,105705,110155, ﾚ,110655,111205,111655, ﾚ,112155,112705,113155, ﾚ,113655,114205,114655, ﾚ,115155,115705,120155, ﾚ,120655,121205,121655, ﾚ,122155,122705,123155, ﾚ,123655,124205,124655, ﾚ,125155,125705,130155, ﾚ,130655,131205,131655, ﾚ,132155,132705,133155, ﾚ,133655,134205,134655, ﾚ,135155,135705,140155, ﾚ,140655,141205,141655, ﾚ,142155,142705,143155, ﾚ,143655,144205,144655, ﾚ,145155,145705,150155, ﾚ,150655,151205,151655, ﾚ,152155,152705,153155, ﾚ,153655,154205,154655, ﾚ,155155,155705,160155, ﾚ,160655,161205,161655, ﾚ,162155,162705,163155, ﾚ,163655,164205,164655, ﾚ,165155,165705,170155, ﾚ,170655,171205,171655, ﾚ,172155,172705,173155, ﾚ,173655,174205,174515,174855, ﾚ,175155,175705,180015,180355, ﾚ,180655,181205,181515,181855, ﾚ,182155,182705,183015,183355, ﾚ,183655,184205,184515,184855, ﾚ,185155,185705,190015,190355, ﾚ,190655,191205,191515,191855, ﾚ,192155,192705,193015,193355, ﾚ,193655,194205,194655, ﾚ,195155,195705,200155, ﾚ,200655,201205,201655, ﾚ,202155,202705,203155, ﾚ,203655,204205,204655, ﾚ,205155,205705,210155, ﾚ,210655,211205,211655, ﾚ,212155,212705,213155, ﾚ,213655,214205,214655, ﾚ,215155,215705,220155, ﾚ,220655,221205,221655, ﾚ,222155, ﾚ, ﾚ, ﾚ,223655, ﾚ, ﾚ, ﾚ,225155, ﾚ, ﾚ, ﾚ,230655, ﾚ,232155, ﾚ,233655, ﾚ,235155, ﾚ,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,
飛灣港,着, 60825, ﾚ, 62325, ﾚ, 63825, ﾚ, 65325, 70325, ﾚ, 70825, 71335,, 71825, ﾚ, 72325, 72835, 73145, 73525, ﾚ, 73825, 74335, 74645, 75025, ﾚ, 75325, 75835, 80145, 80525, ﾚ, 80825, 81335, 81645, 82025, ﾚ, 82325, 82835, 83145, 83525, ﾚ, 83825, 84335, 84645, 85025, ﾚ, 85325, 85835, 90145, 90525, ﾚ, 90825, 91335, 91645, 92025, ﾚ, 92325, 92835, 93325, ﾚ, 93825, 94335, 94825, ﾚ, 95325, 95835,100325, ﾚ,100825,101335,101825, ﾚ,102325,102835,103325, ﾚ,103825,104335,104825, ﾚ,105325,105835,110325, ﾚ,110825,111335,111825, ﾚ,112325,112835,113325, ﾚ,113825,114335,114825, ﾚ,115325,115835,120325, ﾚ,120825,121335,121825, ﾚ,122325,122835,123325, ﾚ,123825,124335,124825, ﾚ,125325,125835,130325, ﾚ,130825,131335,131825, ﾚ,132325,132835,133325, ﾚ,133825,134335,134825, ﾚ,135325,135835,140325, ﾚ,140825,141335,141825, ﾚ,142325,142835,143325, ﾚ,143825,144335,144825, ﾚ,145325,145835,150325, ﾚ,150825,151335,151825, ﾚ,152325,152835,153325, ﾚ,153825,154335,154825, ﾚ,155325,155835,160325, ﾚ,160825,161335,161825, ﾚ,162325,162835,163325, ﾚ,163825,164335,164825, ﾚ,165325,165835,170325, ﾚ,170825,171335,171825, ﾚ,172325,172835,173325, ﾚ,173825,174335,174645,175025, ﾚ,175325,175835,180145,180525, ﾚ,180825,181335,181645,182025, ﾚ,182325,182835,183145,183525, ﾚ,183825,184335,184645,185025, ﾚ,185325,185835,190145,190525, ﾚ,190825,191335,191645,192025, ﾚ,192325,192835,193145,193525, ﾚ,193825,194335,194825, ﾚ,195325,195835,200325, ﾚ,200825,201335,201825, ﾚ,202325,202835,203325, ﾚ,203825,204335,204825, ﾚ,205325,205835,210325, ﾚ,210825,211335,211825, ﾚ,212325,212835,213325, ﾚ,213825,214335,214825, ﾚ,215325,215835,220325, ﾚ,220825,221335,221825, ﾚ,222325, ﾚ, ﾚ, ﾚ,223825, ﾚ, ﾚ, ﾚ,225325, ﾚ, ﾚ, ﾚ,230825, ﾚ,232325, ﾚ,233825, ﾚ,235325, ﾚ,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,
飛灣港,番線,2,上通線,2,上通線,2,上通線,2,2,上通線,2,2,,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,2,2,上通線,2,上通線,上通線,上通線,2,上通線,上通線,上通線,2,上通線,上通線,上通線,2,上通線,2,上通線,2,上通線,2,上通線,,,,上通線,上通線,上通線,上通線,上通線,上通線,上通線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,上通線,上通線,上通線,上通線,上通線,上通線,,,
飛灣港,発, 60855, 61130?, 62355, 62630?, 63855, 64130?, 65355, 70355, 65630?, 70855, 71405,, 71855, 71130?, 72355, 72905, 73310, 73555, 72630?, 73855, 74405, 74810, 75055, 74130?, 75355, 75905, 80310, 80555, 75630?, 80855, 81405, 81810, 82055, 81130?, 82355, 82905, 83310, 83555, 82630?, 83855, 84405, 84810, 85055, 84130?, 85355, 85905, 90310, 90555, 85630?, 90855, 91405, 91810, 92055, 91130?, 92355, 92905, 93355, 92630?, 93855, 94405, 94855, 94130?, 95355, 95905,100355, 95630?,100855,101405,101855,101130?,102355,102905,103355,102630?,103855,104405,104855,104130?,105355,105905,110355,105630?,110855,111405,111855,111130?,112355,112905,113355,112630?,113855,114405,114855,114130?,115355,115905,120355,115630?,120855,121405,121855,121130?,122355,122905,123355,122630?,123855,124405,124855,124130?,125355,125905,130355,125630?,130855,131405,131855,131130?,132355,132905,133355,132630?,133855,134405,134855,134130?,135355,135905,140355,135630?,140855,141405,141855,141130?,142355,142905,143355,142630?,143855,144405,144855,144130?,145355,145905,150355,145630?,150855,151405,151855,151130?,152355,152905,153355,152630?,153855,154405,154855,154130?,155355,155905,160355,155630?,160855,161405,161855,161130?,162355,162905,163355,162630?,163855,164405,164855,164130?,165355,165905,170355,165630?,170855,171405,171855,171130?,172355,172905,173355,172630?,173855,174405,174810,175055,174130?,175355,175905,180310,180555,175630?,180855,181405,181810,182055,181130?,182355,182905,183310,183555,182630?,183855,184405,184810,185055,184130?,185355,185905,190310,190555,185630?,190855,191405,191810,192055,191130?,192355,192905,193310,193555,192630?,193855,194405,194855,194130?,195355,195905,200355,195630?,200855,201405,201855,201130?,202355,202905,203355,202630?,203855,204405,204855,204130?,205355,205905,210355,205630?,210855,211405,211855,211130?,212355,212905,213355,212630?,213855,214405,214855,214130?,215355,215905,220355,215630?,220855,221405,221855,221130?,222355, ﾚ, ﾚ,222630?,223855, ﾚ, ﾚ,224130?,225355, ﾚ, ﾚ,225630?,230855,231130?,232355,232630?,233855,234130?,235355,235630?,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,
飛灣車輛基地,着, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,223200,223755, ﾚ, ﾚ,224700,225255, ﾚ, ﾚ,230200,230755, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ, ﾚ,,,, 04625, 02820, 03120, 03420, 03720, 04100, 04400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 00900, 01200, 01400, 01700, 02000, 02300,,,
飛灣車輛基地,番線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上行線,上行線,上通線,上通線,上行線,上行線,上通線,上通線,上行線,上行線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,上通線,,,,上行線,上行線,上行線,上行線,上行線,上行線,上行線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,反,反,反,反,反,反,反,反,反,反,反,反,反,上行線,上行線,上行線,上行線,上行線,上行線,反,反,反
飛灣車輛基地,発, 61305?, 61510?, 62805?, 63010?, 64305?, 64510?, 65805?, 70805?, 70010?, 71305?, 71815?,, 72305?, 71510?, 72805?, 73315?, 73720?, 74005?, 73010?, 74305?, 74815?, 75220?, 75505?, 74510?, 75805?, 80315?, 80720?, 81005?, 80010?, 81305?, 81815?, 82220?, 82505?, 81510?, 82805?, 83315?, 83720?, 84005?, 83010?, 84305?, 84815?, 85220?, 85505?, 84510?, 85805?, 90315?, 90720?, 91005?, 90010?, 91305?, 91815?, 92220?, 92505?, 91510?, 92805?, 93315?, 93805?, 93010?, 94305?, 94815?, 95305?, 94510?, 95805?,100315?,100805?,100010?,101305?,101815?,102305?,101510?,102805?,103315?,103805?,103010?,104305?,104815?,105305?,104510?,105805?,110315?,110805?,110010?,111305?,111815?,112305?,111510?,112805?,113315?,113805?,113010?,114305?,114815?,115305?,114510?,115805?,120315?,120805?,120010?,121305?,121815?,122305?,121510?,122805?,123315?,123805?,123010?,124305?,124815?,125305?,124510?,125805?,130315?,130805?,130010?,131305?,131815?,132305?,131510?,132805?,133315?,133805?,133010?,134305?,134815?,135305?,134510?,135805?,140315?,140805?,140010?,141305?,141815?,142305?,141510?,142805?,143315?,143805?,143010?,144305?,144815?,145305?,144510?,145805?,150315?,150805?,150010?,151305?,151815?,152305?,151510?,152805?,153315?,153805?,153010?,154305?,154815?,155305?,154510?,155805?,160315?,160805?,160010?,161305?,161815?,162305?,161510?,162805?,163315?,163805?,163010?,164305?,164815?,165305?,164510?,165805?,170315?,170805?,170010?,171305?,171815?,172305?,171510?,172805?,173315?,173805?,173010?,174305?,174815?,175220?,175505?,174510?,175805?,180315?,180720?,181005?,180010?,181305?,181815?,182220?,182505?,181510?,182805?,183315?,183720?,184005?,183010?,184305?,184815?,185220?,185505?,184510?,185805?,190315?,190720?,191005?,190010?,191305?,191815?,192220?,192505?,191510?,192805?,193315?,193720?,194005?,193010?,194305?,194815?,195305?,194510?,195805?,200315?,200805?,200010?,201305?,201815?,202305?,201510?,202805?,203315?,203805?,203010?,204305?,204815?,205305?,204510?,205805?,210315?,210805?,210010?,211305?,211815?,212305?,211510?,212805?,213315?,213805?,213010?,214305?,214815?,215305?,214510?,215805?,220315?,220805?,220010?,221305?,221815?,222305?,221510?,222805?,,,223010?,224305?,,,224510?,225805?,,,230010?,231305?,231510?,232805?,233010?,234305?,234510?,235805?, 00010?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 62600, 63245, 63745, 64000, 64720, 65245, 65445, 70245, 70545, 72045,170545,172045,173545,,,,,,, 55545, 60245, 61045
飛灣工業區,着, 61405, 61610, 62905, 63110, 64405, 64610, 65905, 70905, 70110, 71405, 71915,, 72405, 71610, 72905, 73415, 73820, 74105, 73110, 74405, 74915, 75320, 75605, 74610, 75905, 80415, 80820, 81105, 80110, 81405, 81915, 82320, 82605, 81610, 82905, 83415, 83820, 84105, 83110, 84405, 84915, 85320, 85605, 84610, 85905, 90415, 90820, 91105, 90110, 91405, 91915, 92320, 92605, 91610, 92905, 93415, 93905, 93110, 94405, 94915, 95405, 94610, 95905,100415,100905,100110,101405,101915,102405,101610,102905,103415,103905,103110,104405,104915,105405,104610,105905,110415,110905,110110,111405,111915,112405,111610,112905,113415,113905,113110,114405,114915,115405,114610,115905,120415,120905,120110,121405,121915,122405,121610,122905,123415,123905,123110,124405,124915,125405,124610,125905,130415,130905,130110,131405,131915,132405,131610,132905,133415,133905,133110,134405,134915,135405,134610,135905,140415,140905,140110,141405,141915,142405,141610,142905,143415,143905,143110,144405,144915,145405,144610,145905,150415,150905,150110,151405,151915,152405,151610,152905,153415,153905,153110,154405,154915,155405,154610,155905,160415,160905,160110,161405,161915,162405,161610,162905,163415,163905,163110,164405,164915,165405,164610,165905,170415,170905,170110,171405,171915,172405,171610,172905,173415,173905,173110,174405,174915,175320,175605,174610,175905,180415,180820,181105,180110,181405,181915,182320,182605,181610,182905,183415,183820,184105,183110,184405,184915,185320,185605,184610,185905,190415,190820,191105,190110,191405,191915,192320,192605,191610,192905,193415,193820,194105,193110,194405,194915,195405,194610,195905,200415,200905,200110,201405,201915,202405,201610,202905,203415,203905,203110,204405,204915,205405,204610,205905,210415,210905,210110,211405,211915,212405,211610,212905,213415,213905,213110,214405,214915,215405,214610,215905,220415,220905,220110,221405,221915,222405,221610,222905,,,223110,224405,,,224610,225905,,,230110,231405,231610,232905,233110,234405,234610,235905, 00110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 62715, 63400, 63900, 64115, 64835, 65400, 65600, 70400, 70700, 72200,170700,172200,173700,,,,,,, 55700, 60400, 61200
飛灣工業區,番線,3,2,3,2,3,2,3,3,2,4,4,,3,2,4,4,4,3,2,4,4,4,3,2,4,4,4,3,2,4,4,4,3,2,4,3,4,3,2,4,4,4,3,2,4,3,3,4,2,3,4,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,4,4,2,3,4,3,2,4,4,4,2,3,4,4,3,2,4,4,3,4,2,3,4,3,4,2,3,4,3,4,2,3,4,3,4,2,3,4,3,4,2,3,4,3,4,2,3,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,3,4,2,3,4,3,2,4,,,2,3,,,2,3,,,2,3,2,3,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,3,4,1,4,1,1,1,3,,,,,,,2,3,2
