FileType,OuDiaSecond.JikokuhyouCsv.2
時刻表
下り

列車番号,,105,1009,107,1011,109,2001,7001,1013,3001,111,2003,7003,1015,3003,113,2005,7005,1017,3005,115,2007,7007,1019,3007,117,2009,7009,1021,3009,119,2011,7011,1023,3011,121,2013,7013,1025,3013,123,2015,7015,1027,3015,125,2017,1029,9001,3017,127,2019,1031,9003,3019,129,2021,1033,9005,3021,131,2023,1035,9007,3023,133,2025,1037,3025,135,2027,1039,3027,137,2029,1041,3029,139,2031,1043,3031,141,2033,1045,3033,143,2035,1047,3035,145,2037,1049,3037,147,2039,1051,3039,149,2041,1053,3041,151,2043,1055,3043,153,2045,1057,3045,155,2047,1059,3047,157,2049,1061,3049,159,2051,1063,3051,161,2053,1065,3053,163,2055,1067,3055,165,2057,1069,3057,167,2059,1071,3059,169,2061,1073,3061,171,2063,1075,3063,173,2065,1077,3065,175,2067,1079,3067,177,2069,1081,3069,179,2071,1083,3071,181,2073,1085,3073,183,2075,1087,3075,185,2077,1089,3077,187,2079,1091,3079,189,2081,1093,3081,191,2083,1095,3083,193,2085,7017,1097,3085,195,2087,7019,1099,3087,197,2089,7021,1101,3089,199,2091,7023,1103,3091,201,2093,7025,1105,3093,203,2095,7027,1107,3095,205,2097,7029,1109,3097,207,2099,7031,1111,3099,209,2101,9045,1113,3101,211,2103,1115,9047,3103,213,2105,9049,1117,3105,215,2107,1119,3107,217,2109,1121,3109,219,2111,1123,3111,221,2113,1125,3113,223,2115,1127,3115,225,2117,1129,3117,227,2119,1131,3119,229,2121,1133,3121,231,2123,1135,3123,233,9051,9053,1137,235,9055,1139,1141,237,9059,1143,239,1145,241,1147,243,1149,245,1151,247,9061,1153,9063,9065,1001,1003,1005,1007,101,103,9043,4001,9037,9035,9033,9031,9039,9041,5001,5003,5005,5007,5009,5011,5013,5015,5017,5019,5021,5023,5025,5027,5029,5031,5033,5035,5037,5039,5041,5043,5045,5047,5049,5051,5053,5055,5057,5059,5061,5063,5065,5067,5069,5071,5073,5075,5077,5079,5081,5083,5085,5087,5089,5091,5093,5095,5097,5099,5101,5103,5105,5107,5109,5111,5113,5115,5117,5119,5121,5123,5125,5127,5129,5131,5133,5135,5137,5139,5141,5143,5145,5147,5149,5151,5153,5155,5157,5159,5161,5163,5165,5167,5169,5171,5173,5175,9009,9011,9013,9015,9017,9019,9021,9023,9025,9027
飛灣機場,番線,2,1,2,1,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,,,2,,1,,,2,,1,,,2,,1,,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,1,1,,2,,,1,,2,,1,,,2,,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,1,,2,,,1,2,,1,1,2,,1,2,1,2,1,2,1,2,,,,,,,,1,1,1,2,2,2,,2,3,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飛灣機場,発, 63000, 65155, 64500, 70655, 70000,, 71850, 72210,, 71500,, 73350, 73710,, 73000,, 74850, 75210,, 74500,, 80350, 80710,, 80000,, 81850, 82210,, 81500,, 83350, 83710,, 83000,, 84850, 85210,, 84500,, 90350, 90710,, 90000,, 92155,,, 91500,, 93655,,, 93000,, 95155,,, 94500,,100655,,,100000,,102155,,101500,,103655,,103000,,105155,,104500,,110655,,110000,,112155,,111500,,113655,,113000,,115155,,114500,,120655,,120000,,122155,,121500,,123655,,123000,,125155,,124500,,130655,,130000,,132155,,131500,,133655,,133000,,135155,,134500,,140655,,140000,,142155,,141500,,143655,,143000,,145155,,144500,,150655,,150000,,152155,,151500,,153655,,153000,,155155,,154500,,160655,,160000,,162155,,161500,,163655,,163000,,165155,,164500,,170655,,170000,,172155,,171500,,173655,,173000,,174850,175210,,174500,,180350,180710,,180000,,181850,182210,,181500,,183350,183710,,183000,,184850,185210,,184500,,190350,190710,,190000,,191850,192210,,191500,,193350,193710,,193000,,,195155,,194500,,200655,,,200000,,,202155,,201500,,203655,,203000,,205155,,204500,,210655,,210000,,212155,,211500,,213655,,213000,,215155,,214500,,220655,,220000,,222155,,221500,,223655,,223000,,,225155,224500,,230655,231545,230000,,232155,231500,233655,233000,235155,234500,,,,,,,,,, 60045, 61545, 63655, 60000, 61500, ﾚ,,,,,, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
翡翠花園,発, ﾚ, 65805, ﾚ, 71305, ﾚ,, ﾚ, 72820,, ﾚ,, ﾚ, 74320,, ﾚ,, ﾚ, 75820,, ﾚ,, ﾚ, 81320,, ﾚ,, ﾚ, 82820,, ﾚ,, ﾚ, 84320,, ﾚ,, ﾚ, 85820,, ﾚ,, ﾚ, 91320,, ﾚ,, 92805,,, ﾚ,, 94305,,, ﾚ,, 95805,,, ﾚ,,101305,,, ﾚ,,102805,, ﾚ,,104305,, ﾚ,,105805,, ﾚ,,111305,, ﾚ,,112805,, ﾚ,,114305,, ﾚ,,115805,, ﾚ,,121305,, ﾚ,,122805,, ﾚ,,124305,, ﾚ,,125805,, ﾚ,,131305,, ﾚ,,132805,, ﾚ,,134305,, ﾚ,,135805,, ﾚ,,141305,, ﾚ,,142805,, ﾚ,,144305,, ﾚ,,145805,, ﾚ,,151305,, ﾚ,,152805,, ﾚ,,154305,, ﾚ,,155805,, ﾚ,,161305,, ﾚ,,162805,, ﾚ,,164305,, ﾚ,,165805,, ﾚ,,171305,, ﾚ,,172805,, ﾚ,,174305,, ﾚ,, ﾚ,175820,, ﾚ,, ﾚ,181320,, ﾚ,, ﾚ,182820,, ﾚ,, ﾚ,184320,, ﾚ,, ﾚ,185820,, ﾚ,, ﾚ,191320,, ﾚ,, ﾚ,192820,, ﾚ,, ﾚ,194320,, ﾚ,,,195805,, ﾚ,,201305,,, ﾚ,,,202805,, ﾚ,,204305,, ﾚ,,205805,, ﾚ,,211305,, ﾚ,,212805,, ﾚ,,214305,, ﾚ,,215805,, ﾚ,,221305,, ﾚ,,222805,, ﾚ,,224305,, ﾚ,,,225805, ﾚ,,231305,232155, ﾚ,,232805, ﾚ,234305, ﾚ,235805, ﾚ,,,,,,,,,, 60655, 62155, 64305, ﾚ, ﾚ, ﾚ,,,,,, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紫荊苑,着, ﾚ, 70030, ﾚ, 71530, ﾚ,, ﾚ, 73045,, ﾚ,, ﾚ, 74545,, ﾚ,, ﾚ, 80045,, ﾚ,, ﾚ, 81545,, ﾚ,, ﾚ, 83045,, ﾚ,, ﾚ, 84545,, ﾚ,, ﾚ, 90045,, ﾚ,, ﾚ, 91545,, ﾚ,, 93030,,, ﾚ,, 94530,,, ﾚ,,100030,,, ﾚ,,101530,,, ﾚ,,103030,, ﾚ,,104530,, ﾚ,,110030,, ﾚ,,111530,, ﾚ,,113030,, ﾚ,,114530,, ﾚ,,120030,, ﾚ,,121530,, ﾚ,,123030,, ﾚ,,124530,, ﾚ,,130030,, ﾚ,,131530,, ﾚ,,133030,, ﾚ,,134530,, ﾚ,,140030,, ﾚ,,141530,, ﾚ,,143030,, ﾚ,,144530,, ﾚ,,150030,, ﾚ,,151530,, ﾚ,,153030,, ﾚ,,154530,, ﾚ,,160030,, ﾚ,,161530,, ﾚ,,163030,, ﾚ,,164530,, ﾚ,,170030,, ﾚ,,171530,, ﾚ,,173030,, ﾚ,,174530,, ﾚ,, ﾚ,180045,, ﾚ,, ﾚ,181545,, ﾚ,, ﾚ,183045,, ﾚ,, ﾚ,184545,, ﾚ,, ﾚ,190045,, ﾚ,, ﾚ,191545,, ﾚ,, ﾚ,193045,, ﾚ,, ﾚ,194545,, ﾚ,,,200030,, ﾚ,,201530,,, ﾚ,,,203030,, ﾚ,,204530,, ﾚ,,210030,, ﾚ,,211530,, ﾚ,,213030,, ﾚ,,214530,, ﾚ,,220030,, ﾚ,,221530,, ﾚ,,223030,, ﾚ,,224530,, ﾚ,,,230030, ﾚ,,231530,232420, ﾚ,,233030, ﾚ,234530, ﾚ,240030, ﾚ,,,,,,,,,, 60920, 62420, 64530, ﾚ, ﾚ, ﾚ,,,,,, 55000, 54700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紫荊苑,番線,下通線,1,下通線,1,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,,,下通線,,1,,,下通線,,1,,,下通線,,1,,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,1,1,,下通線,,,1,,下通線,,1,,,下通線,,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,1,,下通線,,,1,下通線,,1,1,下通線,,1,下通線,1,下通線,1,下通線,,,,,,,,,1,1,1,1,下通線,下通線,下通線,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紫荊苑,発, 63510?, 70100, 65010?, 71600, 70510?,, 72400?, 73115,, 72010?,, 73900?, 74615,, 73510?,, 75400?, 80115,, 75010?,, 80900?, 81615,, 80510?,, 82400?, 83115,, 82010?,, 83900?, 84615,, 83510?,, 85400?, 90115,, 85010?,, 90900?, 91615,, 90510?,, 93100,,, 92010?,, 94600,,, 93510?,,100100,,, 95010?,,101600,,,100510?,,103100,,102010?,,104600,,103510?,,110100,,105010?,,111600,,110510?,,113100,,112010?,,114600,,113510?,,120100,,115010?,,121600,,120510?,,123100,,122010?,,124600,,123510?,,130100,,125010?,,131600,,130510?,,133100,,132010?,,134600,,133510?,,140100,,135010?,,141600,,140510?,,143100,,142010?,,144600,,143510?,,150100,,145010?,,151600,,150510?,,153100,,152010?,,154600,,153510?,,160100,,155010?,,161600,,160510?,,163100,,162010?,,164600,,163510?,,170100,,165010?,,171600,,170510?,,173100,,172010?,,174600,,173510?,,175400?,180115,,175010?,,180900?,181615,,180510?,,182400?,183115,,182010?,,183900?,184615,,183510?,,185400?,190115,,185010?,,190900?,191615,,190510?,,192400?,193115,,192010?,,193900?,194615,,193510?,,,200100,,195010?,,201600,,,200510?,,,203100,,202010?,,204600,,203510?,,210100,,205010?,,211600,,210510?,,213100,,212010?,,214600,,213510?,,220100,,215010?,,221600,,220510?,,223100,,222010?,,224600,,223510?,,,230100,225010?,,231600,232450,230510?,,233100,232010?,234600,233510?,,235010?,,,,,,,,, 55450, 60950, 62450, 64600, 60510?, 62010?, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
御景新村,発, ﾚ, 70655, ﾚ, 72155, ﾚ,, ﾚ, 73710,, ﾚ,, ﾚ, 75210,, ﾚ,, ﾚ, 80710,, ﾚ,, ﾚ, 82210,, ﾚ,, ﾚ, 83710,, ﾚ,, ﾚ, 85210,, ﾚ,, ﾚ, 90710,, ﾚ,, ﾚ, 92210,, ﾚ,, 93655,,, ﾚ,, 95155,,, ﾚ,,100655,,, ﾚ,,102155,,, ﾚ,,103655,, ﾚ,,105155,, ﾚ,,110655,, ﾚ,,112155,, ﾚ,,113655,, ﾚ,,115155,, ﾚ,,120655,, ﾚ,,122155,, ﾚ,,123655,, ﾚ,,125155,, ﾚ,,130655,, ﾚ,,132155,, ﾚ,,133655,, ﾚ,,135155,, ﾚ,,140655,, ﾚ,,142155,, ﾚ,,143655,, ﾚ,,145155,, ﾚ,,150655,, ﾚ,,152155,, ﾚ,,153655,, ﾚ,,155155,, ﾚ,,160655,, ﾚ,,162155,, ﾚ,,163655,, ﾚ,,165155,, ﾚ,,170655,, ﾚ,,172155,, ﾚ,,173655,, ﾚ,,175155,, ﾚ,, ﾚ,180710,, ﾚ,, ﾚ,182210,, ﾚ,, ﾚ,183710,, ﾚ,, ﾚ,185210,, ﾚ,, ﾚ,190710,, ﾚ,, ﾚ,192210,, ﾚ,, ﾚ,193710,, ﾚ,, ﾚ,195210,, ﾚ,,,200655,, ﾚ,,202155,,, ﾚ,,,203655,, ﾚ,,205155,, ﾚ,,210655,, ﾚ,,212155,, ﾚ,,213655,, ﾚ,,215155,, ﾚ,,220655,, ﾚ,,222155,, ﾚ,,223655,, ﾚ,,225155,, ﾚ,,,230655, ﾚ,,232155,233045, ﾚ,,233655, ﾚ,235155, ﾚ,, ﾚ,,,,,,,,, 60045, 61545, 63045, 65155, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自然保育中心,発, ﾚ, 70845, ﾚ, 72345, ﾚ,, ﾚ, 73900,, ﾚ,, ﾚ, 75400,, ﾚ,, ﾚ, 80900,, ﾚ,, ﾚ, 82400,, ﾚ,, ﾚ, 83900,, ﾚ,, ﾚ, 85400,, ﾚ,, ﾚ, 90900,, ﾚ,, ﾚ, 92400,, ﾚ,, 93845,,, ﾚ,, 95345,,, ﾚ,,100845,,, ﾚ,,102345,,, ﾚ,,103845,, ﾚ,,105345,, ﾚ,,110845,, ﾚ,,112345,, ﾚ,,113845,, ﾚ,,115345,, ﾚ,,120845,, ﾚ,,122345,, ﾚ,,123845,, ﾚ,,125345,, ﾚ,,130845,, ﾚ,,132345,, ﾚ,,133845,, ﾚ,,135345,, ﾚ,,140845,, ﾚ,,142345,, ﾚ,,143845,, ﾚ,,145345,, ﾚ,,150845,, ﾚ,,152345,, ﾚ,,153845,, ﾚ,,155345,, ﾚ,,160845,, ﾚ,,162345,, ﾚ,,163845,, ﾚ,,165345,, ﾚ,,170845,, ﾚ,,172345,, ﾚ,,173845,, ﾚ,,175345,, ﾚ,, ﾚ,180900,, ﾚ,, ﾚ,182400,, ﾚ,, ﾚ,183900,, ﾚ,, ﾚ,185400,, ﾚ,, ﾚ,190900,, ﾚ,, ﾚ,192400,, ﾚ,, ﾚ,193900,, ﾚ,, ﾚ,195400,, ﾚ,,,200845,, ﾚ,,202345,,, ﾚ,,,203845,, ﾚ,,205345,, ﾚ,,210845,, ﾚ,,212345,, ﾚ,,213845,, ﾚ,,215345,, ﾚ,,220845,, ﾚ,,222345,, ﾚ,,223845,, ﾚ,,225345,, ﾚ,,,230845, ﾚ,,232345,233235, ﾚ,,233845, ﾚ,235345, ﾚ,, ﾚ,,,,,,,,, 60235, 61735, 63235, 65345, ﾚ, ﾚ, ﾚ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
綾路北站,着, 64305, 71030, 65805, 72530, 71305,, 73120, 74045,, 72805,, 74620, 75545,, 74305,, 80120, 81045,, 75805,, 81620, 82545,, 81305,, 83120, 84045,, 82805,, 84620, 85545,, 84305,, 90120, 91045,, 85805,, 91620, 92545,, 91305,, 94030,,, 92805,, 95530,,, 94305,,101030,,, 95805,,102530,,,101305,,104030,,102805,,105530,,104305,,111030,,105805,,112530,,111305,,114030,,112805,,115530,,114305,,121030,,115805,,122530,,121305,,124030,,122805,,125530,,124305,,131030,,125805,,132530,,131305,,134030,,132805,,135530,,134305,,141030,,135805,,142530,,141305,,144030,,142805,,145530,,144305,,151030,,145805,,152530,,151305,,154030,,152805,,155530,,154305,,161030,,155805,,162530,,161305,,164030,,162805,,165530,,164305,,171030,,165805,,172530,,171305,,174030,,172805,,175530,,174305,,180120,181045,,175805,,181620,182545,,181305,,183120,184045,,182805,,184620,185545,,184305,,190120,191045,,185805,,191620,192545,,191305,,193120,194045,,192805,,194620,195545,,194305,,,201030,,195805,,202530,,,201305,,,204030,,202805,,205530,,204305,,211030,,205805,,212530,,211305,,214030,,212805,,215530,,214305,,221030,,215805,,222530,,221305,,224030,,222805,,225530,,224305,,,231030,225805,,232530,233420,231305,,234030,232805,235530,234305,,235805,,,,,,,,, 60420, 61920, 63420, 65530, 61305, 62805, 55125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
綾路北站,番線,3,1,3,1,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,,,3,,1,,,3,,1,,,3,,1,,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,1,1,,3,,,1,,3,,1,,,3,,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,1,,3,,,1,3,,1,1,3,,1,3,1,3,,3,,,,,,,,,1,1,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
綾路北站,発,, 71130,, 72630,,, 73220, 74130,,,, 74720, 75630,,,, 80220, 81130,,,, 81720, 82630,,,, 83220, 84130,,,, 84720, 85630,,,, 90220, 91130,,,, 91720, 92630,,,, 94130,,,,, 95630,,,,,101130,,,,,102630,,,,,104130,,,,105630,,,,111130,,,,112630,,,,114130,,,,115630,,,,121130,,,,122630,,,,124130,,,,125630,,,,131130,,,,132630,,,,134130,,,,135630,,,,141130,,,,142630,,,,144130,,,,145630,,,,151130,,,,152630,,,,154130,,,,155630,,,,161130,,,,162630,,,,164130,,,,165630,,,,171130,,,,172630,,,,174130,,,,175630,,,,180220,181130,,,,181720,182630,,,,183220,184130,,,,184720,185630,,,,190220,191130,,,,191720,192630,,,,193220,194130,,,,194720,195630,,,,,201130,,,,202630,,,,,,204130,,,,205630,,,,211130,,,,212630,,,,214130,,,,215630,,,,221130,,,,222630,,,,224130,,,,225630,,,,,231130,,,232630,233520,,,234130,,235630,,,,,,,,,,,, 60520, 62020, 63520, 65630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全京大道,着,, 71305,, 72805,,, 73355, 74305,,,, 74855, 75805,,,, 80355, 81305,,,, 81855, 82805,,,, 83355, 84305,,,, 84855, 85805,,,, 90355, 91305,,,, 91855, 92805,,,, 94305,,,,, 95805,,,,,101305,,,,,102805,,,,,104305,,,,105805,,,,111305,,,,112805,,,,114305,,,,115805,,,,121305,,,,122805,,,,124305,,,,125805,,,,131305,,,,132805,,,,134305,,,,135805,,,,141305,,,,142805,,,,144305,,,,145805,,,,151305,,,,152805,,,,154305,,,,155805,,,,161305,,,,162805,,,,164305,,,,165805,,,,171305,,,,172805,,,,174305,,,,175805,,,,180355,181305,,,,181855,182805,,,,183355,184305,,,,184855,185805,,,,190355,191305,,,,191855,192805,,,,193355,194305,,,,194855,195805,,,,,201305,,,,202805,,,,,,204305,,,,205805,,,,211305,,,,212805,,,,214305,,,,215805,,,,221305,,,,222805,,,,224305,,,,225805,,,,,231305,,,232805,233655,,,234305,,235805,,,,,,,,,,,, 60655, 62155, 63655, 65805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全京大道,番線,,1,,1,,,1,1,,,,1,1,,,,1,1,,,,1,1,,,,1,1,,,,1,1,,,,1,1,,,,1,1,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,1,,,,1,1,,,,1,1,,,,1,1,,,,1,1,,,,1,1,,,,1,1,,,,1,1,,,,,1,,,,1,,,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,,1,,,1,1,,,1,,1,,,,,,,,,,,,1,1,1,1,,,,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
全京大道,発,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233755,,,,,,, 60755, 62255, 63955, 65905, 71405, 72905, 74405, 75905, 81405, 82905, 84405, 85905, 91405, 92905, 94405, 95905,101405,102905,104405,105905,111405,112905,114405,115905,121405,122905,124405,125905,131405,132905,134405,135905,141405,142905,144405,145905,151405,152905,154405,155905,161405,162905,164405,165905,171405,172905,174405,175905,181405,182905,184405,185905,191405,192905,194405,195905,201405,202905,204405,205905,211405,212905,214405,215905,221405,222905,224405,225905,231405,232905,234405,235905, 80445, 81945, 83545, 85045, 90545, 91945, 73445, 74945,180445,181945,183445,185045,190545,192045,193545,195045,,,,,,,,,,
全京車輛基地,着,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233850,,,,,,, 60850, 62350, 64050, 70000, 71500, 73000, 74500, 80000, 81500, 83000, 84500, 90000, 91500, 93000, 94500,100000,101500,103000,104500,110000,111500,113000,114500,120000,121500,123000,124500,130000,131500,133000,134500,140000,141500,143000,144500,150000,151500,153000,154500,160000,161500,163000,164500,170000,171500,173000,174500,180000,181500,183000,184500,190000,191500,193000,194500,200000,201500,203000,204500,210000,211500,213000,214500,220000,221500,223000,224500,230000,231500,233000,234500,240000, 80540, 82040, 83640, 85140, 90640, 92040, 73540, 75040,180540,182040,183540,185140,190640,192140,193640,195140,,,,,,,,,,
全京車輛基地,番線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,反駐線,,,,,,,反駐線,反駐線,反駐線,反駐線,反駐線,駐車線,駐車線,駐車線,駐車線,駐車線,駐車線,駐車線,駐車線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,駐車線,駐車線,駐車線,駐車線,駐車線,駐車線,駐車線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,駐車線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,反駐線,,,,,,,,,,
備考,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
